"year";"orgnr";"var";"denominator";"ind_id"
2011;974745089;8;10;"hoftebrudd_dekgrad_prim_ost"
2012;974745089;6;7;"hoftebrudd_dekgrad_prim_hemi"
2012;974745089;4;8;"hoftebrudd_dekgrad_prim_ost"
2011;974745364;15;18;"hoftebrudd_dekgrad_prim_hemi"
2011;974745364;16;29;"hoftebrudd_dekgrad_prim_ost"
2012;974745364;8;9;"hoftebrudd_dekgrad_prim_hemi"
2012;974745364;7;9;"hoftebrudd_dekgrad_prim_ost"
2008;974745569;42;46;"hoftebrudd_dekgrad_prim_hemi"
2008;974745569;96;105;"hoftebrudd_dekgrad_prim_ost"
2009;974745569;51;52;"hoftebrudd_dekgrad_prim_hemi"
2009;974745569;76;86;"hoftebrudd_dekgrad_prim_ost"
2010;974745569;40;43;"hoftebrudd_dekgrad_prim_hemi"
2010;974745569;97;111;"hoftebrudd_dekgrad_prim_ost"
2011;974745569;40;43;"hoftebrudd_dekgrad_prim_hemi"
2011;974745569;85;96;"hoftebrudd_dekgrad_prim_ost"
2012;974745569;43;44;"hoftebrudd_dekgrad_prim_hemi"
2012;974745569;50;62;"hoftebrudd_dekgrad_prim_ost"
2013;974745569;43;43;"hoftebrudd_dekgrad_prim_hemi"
2013;974745569;58;63;"hoftebrudd_dekgrad_prim_ost"
2013;974745569;6;7;"hoftebrudd_dekgrad_prim_total"
2014;974745569;32;35;"hoftebrudd_dekgrad_prim_hemi"
2014;974745569;54;62;"hoftebrudd_dekgrad_prim_ost"
2014;974745569;1;1;"hoftebrudd_dekgrad_prim_total"
2015;974745569;28;33;"hoftebrudd_dekgrad_prim_hemi"
2015;974745569;39;48;"hoftebrudd_dekgrad_prim_ost"
2015;974745569;3;5;"hoftebrudd_dekgrad_prim_total"
2016;974745569;22;26;"hoftebrudd_dekgrad_prim_hemi"
2016;974745569;38;47;"hoftebrudd_dekgrad_prim_ost"
2016;974745569;4;6;"hoftebrudd_dekgrad_prim_total"
2017;974745569;33;43;"hoftebrudd_dekgrad_prim_hemi"
2017;974745569;43;56;"hoftebrudd_dekgrad_prim_ost"
2017;974745569;7;8;"hoftebrudd_dekgrad_prim_total"
2018;974745569;26;30;"hoftebrudd_dekgrad_prim_hemi"
2018;974745569;34;49;"hoftebrudd_dekgrad_prim_ost"
2018;974745569;4;4;"hoftebrudd_dekgrad_prim_total"
2008;974746948;18;28;"hoftebrudd_dekgrad_prim_hemi"
2008;974746948;26;69;"hoftebrudd_dekgrad_prim_ost"
2009;974746948;34;36;"hoftebrudd_dekgrad_prim_hemi"
2009;974746948;23;53;"hoftebrudd_dekgrad_prim_ost"
2010;974746948;33;44;"hoftebrudd_dekgrad_prim_hemi"
2010;974746948;40;72;"hoftebrudd_dekgrad_prim_ost"
2011;974746948;30;34;"hoftebrudd_dekgrad_prim_hemi"
2011;974746948;48;64;"hoftebrudd_dekgrad_prim_ost"
2012;974746948;45;55;"hoftebrudd_dekgrad_prim_hemi"
2012;974746948;76;99;"hoftebrudd_dekgrad_prim_ost"
2013;974746948;32;43;"hoftebrudd_dekgrad_prim_hemi"
2013;974746948;68;89;"hoftebrudd_dekgrad_prim_ost"
2013;974746948;0;2;"hoftebrudd_dekgrad_prim_total"
2014;974746948;43;48;"hoftebrudd_dekgrad_prim_hemi"
2014;974746948;74;84;"hoftebrudd_dekgrad_prim_ost"
2014;974746948;5;9;"hoftebrudd_dekgrad_prim_total"
2015;974746948;49;51;"hoftebrudd_dekgrad_prim_hemi"
2015;974746948;69;79;"hoftebrudd_dekgrad_prim_ost"
2015;974746948;2;2;"hoftebrudd_dekgrad_prim_total"
2016;974746948;47;50;"hoftebrudd_dekgrad_prim_hemi"
2016;974746948;75;81;"hoftebrudd_dekgrad_prim_ost"
2016;974746948;7;9;"hoftebrudd_dekgrad_prim_total"
2017;974746948;43;44;"hoftebrudd_dekgrad_prim_hemi"
2017;974746948;82;87;"hoftebrudd_dekgrad_prim_ost"
2017;974746948;7;8;"hoftebrudd_dekgrad_prim_total"
2018;974746948;56;57;"hoftebrudd_dekgrad_prim_hemi"
2018;974746948;72;79;"hoftebrudd_dekgrad_prim_ost"
2018;974746948;17;18;"hoftebrudd_dekgrad_prim_total"
2008;974747138;48;53;"hoftebrudd_dekgrad_prim_hemi"
2008;974747138;116;146;"hoftebrudd_dekgrad_prim_ost"
2009;974747138;51;57;"hoftebrudd_dekgrad_prim_hemi"
2009;974747138;106;128;"hoftebrudd_dekgrad_prim_ost"
2010;974747138;74;77;"hoftebrudd_dekgrad_prim_hemi"
2010;974747138;123;133;"hoftebrudd_dekgrad_prim_ost"
2011;974747138;68;71;"hoftebrudd_dekgrad_prim_hemi"
2011;974747138;112;121;"hoftebrudd_dekgrad_prim_ost"
2012;974747138;59;59;"hoftebrudd_dekgrad_prim_hemi"
2012;974747138;126;140;"hoftebrudd_dekgrad_prim_ost"
2013;974747138;65;65;"hoftebrudd_dekgrad_prim_hemi"
2013;974747138;97;107;"hoftebrudd_dekgrad_prim_ost"
2013;974747138;3;3;"hoftebrudd_dekgrad_prim_total"
2014;974747138;77;80;"hoftebrudd_dekgrad_prim_hemi"
2014;974747138;86;103;"hoftebrudd_dekgrad_prim_ost"
2014;974747138;1;1;"hoftebrudd_dekgrad_prim_total"
2015;974747138;68;72;"hoftebrudd_dekgrad_prim_hemi"
2015;974747138;81;103;"hoftebrudd_dekgrad_prim_ost"
2015;974747138;3;4;"hoftebrudd_dekgrad_prim_total"
2016;974747138;74;80;"hoftebrudd_dekgrad_prim_hemi"
2016;974747138;70;90;"hoftebrudd_dekgrad_prim_ost"
2016;974747138;6;7;"hoftebrudd_dekgrad_prim_total"
2017;974747138;65;75;"hoftebrudd_dekgrad_prim_hemi"
2017;974747138;68;100;"hoftebrudd_dekgrad_prim_ost"
2017;974747138;3;3;"hoftebrudd_dekgrad_prim_total"
2018;974747138;88;98;"hoftebrudd_dekgrad_prim_hemi"
2018;974747138;58;94;"hoftebrudd_dekgrad_prim_ost"
2018;974747138;5;6;"hoftebrudd_dekgrad_prim_total"
2008;974747545;27;29;"hoftebrudd_dekgrad_prim_hemi"
2008;974747545;59;71;"hoftebrudd_dekgrad_prim_ost"
2009;974747545;26;27;"hoftebrudd_dekgrad_prim_hemi"
2009;974747545;53;59;"hoftebrudd_dekgrad_prim_ost"
2010;974747545;29;29;"hoftebrudd_dekgrad_prim_hemi"
2010;974747545;47;54;"hoftebrudd_dekgrad_prim_ost"
2011;974747545;29;32;"hoftebrudd_dekgrad_prim_hemi"
2011;974747545;65;72;"hoftebrudd_dekgrad_prim_ost"
2012;974747545;37;39;"hoftebrudd_dekgrad_prim_hemi"
2012;974747545;61;66;"hoftebrudd_dekgrad_prim_ost"
2013;974747545;38;38;"hoftebrudd_dekgrad_prim_hemi"
2013;974747545;65;70;"hoftebrudd_dekgrad_prim_ost"
2014;974747545;36;37;"hoftebrudd_dekgrad_prim_hemi"
2014;974747545;61;63;"hoftebrudd_dekgrad_prim_ost"
2014;974747545;1;1;"hoftebrudd_dekgrad_prim_total"
2015;974747545;36;36;"hoftebrudd_dekgrad_prim_hemi"
2015;974747545;57;61;"hoftebrudd_dekgrad_prim_ost"
2015;974747545;1;1;"hoftebrudd_dekgrad_prim_total"
2016;974747545;42;42;"hoftebrudd_dekgrad_prim_hemi"
2016;974747545;58;60;"hoftebrudd_dekgrad_prim_ost"
2016;974747545;3;3;"hoftebrudd_dekgrad_prim_total"
2017;974747545;46;46;"hoftebrudd_dekgrad_prim_hemi"
2017;974747545;63;68;"hoftebrudd_dekgrad_prim_ost"
2017;974747545;1;1;"hoftebrudd_dekgrad_prim_total"
2018;974747545;41;41;"hoftebrudd_dekgrad_prim_hemi"
2018;974747545;54;56;"hoftebrudd_dekgrad_prim_ost"
2008;974749025;115;144;"hoftebrudd_dekgrad_prim_hemi"
2008;974749025;168;280;"hoftebrudd_dekgrad_prim_ost"
2009;974749025;141;160;"hoftebrudd_dekgrad_prim_hemi"
2009;974749025;199;283;"hoftebrudd_dekgrad_prim_ost"
2010;974749025;116;130;"hoftebrudd_dekgrad_prim_hemi"
2010;974749025;170;236;"hoftebrudd_dekgrad_prim_ost"
2011;974749025;143;157;"hoftebrudd_dekgrad_prim_hemi"
2011;974749025;224;268;"hoftebrudd_dekgrad_prim_ost"
2012;974749025;143;160;"hoftebrudd_dekgrad_prim_hemi"
2012;974749025;187;238;"hoftebrudd_dekgrad_prim_ost"
2013;974749025;139;160;"hoftebrudd_dekgrad_prim_hemi"
2013;974749025;167;221;"hoftebrudd_dekgrad_prim_ost"
2013;974749025;22;26;"hoftebrudd_dekgrad_prim_total"
2014;974749025;162;178;"hoftebrudd_dekgrad_prim_hemi"
2014;974749025;158;210;"hoftebrudd_dekgrad_prim_ost"
2014;974749025;25;27;"hoftebrudd_dekgrad_prim_total"
2015;974749025;137;166;"hoftebrudd_dekgrad_prim_hemi"
2015;974749025;165;229;"hoftebrudd_dekgrad_prim_ost"
2015;974749025;24;29;"hoftebrudd_dekgrad_prim_total"
2016;974749025;143;158;"hoftebrudd_dekgrad_prim_hemi"
2016;974749025;160;207;"hoftebrudd_dekgrad_prim_ost"
2016;974749025;22;25;"hoftebrudd_dekgrad_prim_total"
2017;974749025;120;145;"hoftebrudd_dekgrad_prim_hemi"
2017;974749025;144;212;"hoftebrudd_dekgrad_prim_ost"
2017;974749025;18;22;"hoftebrudd_dekgrad_prim_total"
2018;974749025;145;167;"hoftebrudd_dekgrad_prim_hemi"
2018;974749025;147;222;"hoftebrudd_dekgrad_prim_ost"
2018;974749025;27;30;"hoftebrudd_dekgrad_prim_total"
2008;974749505;3;3;"hoftebrudd_dekgrad_prim_hemi"
2008;974749505;8;9;"hoftebrudd_dekgrad_prim_ost"
2009;974749505;1;1;"hoftebrudd_dekgrad_prim_hemi"
2009;974749505;7;9;"hoftebrudd_dekgrad_prim_ost"
2010;974749505;2;2;"hoftebrudd_dekgrad_prim_hemi"
2010;974749505;4;4;"hoftebrudd_dekgrad_prim_ost"
2011;974749505;0;1;"hoftebrudd_dekgrad_prim_ost"
2008;974753898;20;22;"hoftebrudd_dekgrad_prim_hemi"
2008;974753898;79;96;"hoftebrudd_dekgrad_prim_ost"
2009;974753898;21;22;"hoftebrudd_dekgrad_prim_hemi"
2009;974753898;46;64;"hoftebrudd_dekgrad_prim_ost"
2010;974753898;24;24;"hoftebrudd_dekgrad_prim_hemi"
2010;974753898;46;60;"hoftebrudd_dekgrad_prim_ost"
2011;974753898;28;30;"hoftebrudd_dekgrad_prim_hemi"
2011;974753898;33;54;"hoftebrudd_dekgrad_prim_ost"
2012;974753898;23;24;"hoftebrudd_dekgrad_prim_hemi"
2012;974753898;48;54;"hoftebrudd_dekgrad_prim_ost"
2013;974753898;23;23;"hoftebrudd_dekgrad_prim_hemi"
2013;974753898;49;65;"hoftebrudd_dekgrad_prim_ost"
2013;974753898;0;1;"hoftebrudd_dekgrad_prim_total"
2014;974753898;17;17;"hoftebrudd_dekgrad_prim_hemi"
2014;974753898;63;69;"hoftebrudd_dekgrad_prim_ost"
2014;974753898;2;2;"hoftebrudd_dekgrad_prim_total"
2015;974753898;15;16;"hoftebrudd_dekgrad_prim_hemi"
2015;974753898;56;64;"hoftebrudd_dekgrad_prim_ost"
2016;974753898;13;13;"hoftebrudd_dekgrad_prim_hemi"
2016;974753898;53;59;"hoftebrudd_dekgrad_prim_ost"
2016;974753898;3;3;"hoftebrudd_dekgrad_prim_total"
2017;974753898;22;22;"hoftebrudd_dekgrad_prim_hemi"
2017;974753898;49;54;"hoftebrudd_dekgrad_prim_ost"
2017;974753898;1;1;"hoftebrudd_dekgrad_prim_total"
2018;974753898;35;36;"hoftebrudd_dekgrad_prim_hemi"
2018;974753898;51;58;"hoftebrudd_dekgrad_prim_ost"
2018;974753898;2;3;"hoftebrudd_dekgrad_prim_total"
2008;974754118;37;42;"hoftebrudd_dekgrad_prim_hemi"
2008;974754118;109;125;"hoftebrudd_dekgrad_prim_ost"
2009;974754118;69;75;"hoftebrudd_dekgrad_prim_hemi"
2009;974754118;101;112;"hoftebrudd_dekgrad_prim_ost"
2010;974754118;72;73;"hoftebrudd_dekgrad_prim_hemi"
2010;974754118;103;120;"hoftebrudd_dekgrad_prim_ost"
2011;974754118;52;54;"hoftebrudd_dekgrad_prim_hemi"
2011;974754118;113;119;"hoftebrudd_dekgrad_prim_ost"
2012;974754118;42;44;"hoftebrudd_dekgrad_prim_hemi"
2012;974754118;95;113;"hoftebrudd_dekgrad_prim_ost"
2013;974754118;57;58;"hoftebrudd_dekgrad_prim_hemi"
2013;974754118;107;124;"hoftebrudd_dekgrad_prim_ost"
2013;974754118;2;2;"hoftebrudd_dekgrad_prim_total"
2014;974754118;60;61;"hoftebrudd_dekgrad_prim_hemi"
2014;974754118;100;109;"hoftebrudd_dekgrad_prim_ost"
2014;974754118;4;5;"hoftebrudd_dekgrad_prim_total"
2015;974754118;66;68;"hoftebrudd_dekgrad_prim_hemi"
2015;974754118;110;115;"hoftebrudd_dekgrad_prim_ost"
2015;974754118;2;2;"hoftebrudd_dekgrad_prim_total"
2016;974754118;90;90;"hoftebrudd_dekgrad_prim_hemi"
2016;974754118;105;112;"hoftebrudd_dekgrad_prim_ost"
2016;974754118;3;3;"hoftebrudd_dekgrad_prim_total"
2017;974754118;77;77;"hoftebrudd_dekgrad_prim_hemi"
2017;974754118;97;101;"hoftebrudd_dekgrad_prim_ost"
2017;974754118;1;2;"hoftebrudd_dekgrad_prim_total"
2018;974754118;66;66;"hoftebrudd_dekgrad_prim_hemi"
2018;974754118;99;100;"hoftebrudd_dekgrad_prim_ost"
2018;974754118;14;14;"hoftebrudd_dekgrad_prim_total"
2008;974795361;61;67;"hoftebrudd_dekgrad_prim_hemi"
2008;974795361;77;110;"hoftebrudd_dekgrad_prim_ost"
2009;974795361;66;67;"hoftebrudd_dekgrad_prim_hemi"
2009;974795361;86;104;"hoftebrudd_dekgrad_prim_ost"
2010;974795361;48;50;"hoftebrudd_dekgrad_prim_hemi"
2010;974795361;83;95;"hoftebrudd_dekgrad_prim_ost"
2011;974795361;60;61;"hoftebrudd_dekgrad_prim_hemi"
2011;974795361;98;109;"hoftebrudd_dekgrad_prim_ost"
2012;974795361;74;77;"hoftebrudd_dekgrad_prim_hemi"
2012;974795361;115;125;"hoftebrudd_dekgrad_prim_ost"
2013;974795361;60;64;"hoftebrudd_dekgrad_prim_hemi"
2013;974795361;100;126;"hoftebrudd_dekgrad_prim_ost"
2013;974795361;6;10;"hoftebrudd_dekgrad_prim_total"
2014;974795361;69;71;"hoftebrudd_dekgrad_prim_hemi"
2014;974795361;88;107;"hoftebrudd_dekgrad_prim_ost"
2014;974795361;6;8;"hoftebrudd_dekgrad_prim_total"
2015;974795361;70;73;"hoftebrudd_dekgrad_prim_hemi"
2015;974795361;81;106;"hoftebrudd_dekgrad_prim_ost"
2015;974795361;6;7;"hoftebrudd_dekgrad_prim_total"
2016;974795361;93;94;"hoftebrudd_dekgrad_prim_hemi"
2016;974795361;106;117;"hoftebrudd_dekgrad_prim_ost"
2016;974795361;6;7;"hoftebrudd_dekgrad_prim_total"
2017;974795361;71;72;"hoftebrudd_dekgrad_prim_hemi"
2017;974795361;94;105;"hoftebrudd_dekgrad_prim_ost"
2017;974795361;5;5;"hoftebrudd_dekgrad_prim_total"
2018;974795361;74;74;"hoftebrudd_dekgrad_prim_hemi"
2018;974795361;105;111;"hoftebrudd_dekgrad_prim_ost"
2018;974795361;7;8;"hoftebrudd_dekgrad_prim_total"
2008;974795396;8;9;"hoftebrudd_dekgrad_prim_hemi"
2008;974795396;69;76;"hoftebrudd_dekgrad_prim_ost"
2010;974795396;7;9;"hoftebrudd_dekgrad_prim_hemi"
2010;974795396;51;56;"hoftebrudd_dekgrad_prim_ost"
2011;974795396;8;8;"hoftebrudd_dekgrad_prim_hemi"
2011;974795396;48;54;"hoftebrudd_dekgrad_prim_ost"
2012;974795396;9;10;"hoftebrudd_dekgrad_prim_hemi"
2012;974795396;36;39;"hoftebrudd_dekgrad_prim_ost"
2013;974795396;4;6;"hoftebrudd_dekgrad_prim_hemi"
2013;974795396;32;40;"hoftebrudd_dekgrad_prim_ost"
2013;974795396;1;1;"hoftebrudd_dekgrad_prim_total"
2014;974795396;5;5;"hoftebrudd_dekgrad_prim_hemi"
2014;974795396;23;32;"hoftebrudd_dekgrad_prim_ost"
2014;974795396;1;3;"hoftebrudd_dekgrad_prim_total"
2015;974795396;2;2;"hoftebrudd_dekgrad_prim_hemi"
2015;974795396;20;24;"hoftebrudd_dekgrad_prim_ost"
2016;974795396;2;2;"hoftebrudd_dekgrad_prim_hemi"
2016;974795396;8;8;"hoftebrudd_dekgrad_prim_ost"
2016;974795396;2;2;"hoftebrudd_dekgrad_prim_total"
2017;974795396;4;4;"hoftebrudd_dekgrad_prim_hemi"
2017;974795396;9;21;"hoftebrudd_dekgrad_prim_ost"
2017;974795396;3;4;"hoftebrudd_dekgrad_prim_total"
2018;974795396;11;11;"hoftebrudd_dekgrad_prim_hemi"
2018;974795396;14;25;"hoftebrudd_dekgrad_prim_ost"
2018;974795396;3;3;"hoftebrudd_dekgrad_prim_total"
2008;974795477;4;4;"hoftebrudd_dekgrad_prim_hemi"
2008;974795477;19;30;"hoftebrudd_dekgrad_prim_ost"
2009;974795477;2;3;"hoftebrudd_dekgrad_prim_hemi"
2009;974795477;24;29;"hoftebrudd_dekgrad_prim_ost"
2010;974795477;3;3;"hoftebrudd_dekgrad_prim_hemi"
2010;974795477;14;19;"hoftebrudd_dekgrad_prim_ost"
2011;974795477;1;1;"hoftebrudd_dekgrad_prim_hemi"
2011;974795477;7;9;"hoftebrudd_dekgrad_prim_ost"
2012;974795477;1;1;"hoftebrudd_dekgrad_prim_hemi"
2012;974795477;6;12;"hoftebrudd_dekgrad_prim_ost"
2013;974795477;9;11;"hoftebrudd_dekgrad_prim_ost"
2014;974795477;3;8;"hoftebrudd_dekgrad_prim_ost"
2015;974795477;2;2;"hoftebrudd_dekgrad_prim_ost"
2008;974795515;23;23;"hoftebrudd_dekgrad_prim_hemi"
2008;974795515;44;74;"hoftebrudd_dekgrad_prim_ost"
2009;974795515;25;31;"hoftebrudd_dekgrad_prim_hemi"
2009;974795515;46;83;"hoftebrudd_dekgrad_prim_ost"
2010;974795515;26;30;"hoftebrudd_dekgrad_prim_hemi"
2010;974795515;51;86;"hoftebrudd_dekgrad_prim_ost"
2011;974795515;30;33;"hoftebrudd_dekgrad_prim_hemi"
2011;974795515;67;103;"hoftebrudd_dekgrad_prim_ost"
2012;974795515;29;34;"hoftebrudd_dekgrad_prim_hemi"
2012;974795515;75;102;"hoftebrudd_dekgrad_prim_ost"
2013;974795515;32;34;"hoftebrudd_dekgrad_prim_hemi"
2013;974795515;65;96;"hoftebrudd_dekgrad_prim_ost"
2013;974795515;2;5;"hoftebrudd_dekgrad_prim_total"
2014;974795515;27;30;"hoftebrudd_dekgrad_prim_hemi"
2014;974795515;66;99;"hoftebrudd_dekgrad_prim_ost"
2014;974795515;2;9;"hoftebrudd_dekgrad_prim_total"
2015;974795515;34;38;"hoftebrudd_dekgrad_prim_hemi"
2015;974795515;73;112;"hoftebrudd_dekgrad_prim_ost"
2015;974795515;10;18;"hoftebrudd_dekgrad_prim_total"
2016;974795515;39;42;"hoftebrudd_dekgrad_prim_hemi"
2016;974795515;76;110;"hoftebrudd_dekgrad_prim_ost"
2016;974795515;8;12;"hoftebrudd_dekgrad_prim_total"
2017;974795515;41;46;"hoftebrudd_dekgrad_prim_hemi"
2017;974795515;72;96;"hoftebrudd_dekgrad_prim_ost"
2017;974795515;14;16;"hoftebrudd_dekgrad_prim_total"
2018;974795515;50;53;"hoftebrudd_dekgrad_prim_hemi"
2018;974795515;90;106;"hoftebrudd_dekgrad_prim_ost"
2018;974795515;14;16;"hoftebrudd_dekgrad_prim_total"
2008;974795558;5;7;"hoftebrudd_dekgrad_prim_hemi"
2008;974795558;29;35;"hoftebrudd_dekgrad_prim_ost"
2009;974795558;4;6;"hoftebrudd_dekgrad_prim_hemi"
2009;974795558;29;33;"hoftebrudd_dekgrad_prim_ost"
2010;974795558;16;16;"hoftebrudd_dekgrad_prim_hemi"
2010;974795558;29;32;"hoftebrudd_dekgrad_prim_ost"
2011;974795558;16;18;"hoftebrudd_dekgrad_prim_hemi"
2011;974795558;21;25;"hoftebrudd_dekgrad_prim_ost"
2012;974795558;16;16;"hoftebrudd_dekgrad_prim_hemi"
2012;974795558;22;30;"hoftebrudd_dekgrad_prim_ost"
2013;974795558;12;12;"hoftebrudd_dekgrad_prim_hemi"
2013;974795558;26;30;"hoftebrudd_dekgrad_prim_ost"
2014;974795558;7;9;"hoftebrudd_dekgrad_prim_hemi"
2014;974795558;14;18;"hoftebrudd_dekgrad_prim_ost"
2014;974795558;1;1;"hoftebrudd_dekgrad_prim_total"
2015;974795558;4;4;"hoftebrudd_dekgrad_prim_hemi"
2015;974795558;19;26;"hoftebrudd_dekgrad_prim_ost"
2015;974795558;2;2;"hoftebrudd_dekgrad_prim_total"
2016;974795558;9;9;"hoftebrudd_dekgrad_prim_hemi"
2016;974795558;5;19;"hoftebrudd_dekgrad_prim_ost"
2016;974795558;2;2;"hoftebrudd_dekgrad_prim_total"
2017;974795558;11;13;"hoftebrudd_dekgrad_prim_hemi"
2017;974795558;6;22;"hoftebrudd_dekgrad_prim_ost"
2017;974795558;1;1;"hoftebrudd_dekgrad_prim_total"
2018;974795558;15;15;"hoftebrudd_dekgrad_prim_hemi"
2018;974795558;14;23;"hoftebrudd_dekgrad_prim_ost"
2008;974795574;23;25;"hoftebrudd_dekgrad_prim_hemi"
2008;974795574;42;49;"hoftebrudd_dekgrad_prim_ost"
2009;974795574;24;24;"hoftebrudd_dekgrad_prim_hemi"
2009;974795574;44;53;"hoftebrudd_dekgrad_prim_ost"
2010;974795574;15;16;"hoftebrudd_dekgrad_prim_hemi"
2010;974795574;48;53;"hoftebrudd_dekgrad_prim_ost"
2011;974795574;16;17;"hoftebrudd_dekgrad_prim_hemi"
2011;974795574;40;44;"hoftebrudd_dekgrad_prim_ost"
2012;974795574;22;22;"hoftebrudd_dekgrad_prim_hemi"
2012;974795574;36;40;"hoftebrudd_dekgrad_prim_ost"
2013;974795574;28;28;"hoftebrudd_dekgrad_prim_hemi"
2013;974795574;25;25;"hoftebrudd_dekgrad_prim_ost"
2013;974795574;9;9;"hoftebrudd_dekgrad_prim_total"
2014;974795574;18;20;"hoftebrudd_dekgrad_prim_hemi"
2014;974795574;23;26;"hoftebrudd_dekgrad_prim_ost"
2014;974795574;3;3;"hoftebrudd_dekgrad_prim_total"
2015;974795574;19;19;"hoftebrudd_dekgrad_prim_hemi"
2015;974795574;34;38;"hoftebrudd_dekgrad_prim_ost"
2015;974795574;2;2;"hoftebrudd_dekgrad_prim_total"
2016;974795574;22;22;"hoftebrudd_dekgrad_prim_hemi"
2016;974795574;25;29;"hoftebrudd_dekgrad_prim_ost"
2016;974795574;2;2;"hoftebrudd_dekgrad_prim_total"
2017;974795574;13;15;"hoftebrudd_dekgrad_prim_hemi"
2017;974795574;20;24;"hoftebrudd_dekgrad_prim_ost"
2017;974795574;1;2;"hoftebrudd_dekgrad_prim_total"
2018;974795574;21;21;"hoftebrudd_dekgrad_prim_hemi"
2018;974795574;34;35;"hoftebrudd_dekgrad_prim_ost"
2018;974795574;6;6;"hoftebrudd_dekgrad_prim_total"
2008;974795639;45;45;"hoftebrudd_dekgrad_prim_hemi"
2008;974795639;57;62;"hoftebrudd_dekgrad_prim_ost"
2010;974795639;32;34;"hoftebrudd_dekgrad_prim_hemi"
2010;974795639;86;87;"hoftebrudd_dekgrad_prim_ost"
2011;974795639;51;52;"hoftebrudd_dekgrad_prim_hemi"
2011;974795639;91;94;"hoftebrudd_dekgrad_prim_ost"
2012;974795639;35;37;"hoftebrudd_dekgrad_prim_hemi"
2012;974795639;83;90;"hoftebrudd_dekgrad_prim_ost"
2013;974795639;48;48;"hoftebrudd_dekgrad_prim_hemi"
2013;974795639;74;76;"hoftebrudd_dekgrad_prim_ost"
2013;974795639;1;1;"hoftebrudd_dekgrad_prim_total"
2014;974795639;39;39;"hoftebrudd_dekgrad_prim_hemi"
2014;974795639;99;101;"hoftebrudd_dekgrad_prim_ost"
2014;974795639;3;3;"hoftebrudd_dekgrad_prim_total"
2015;974795639;59;60;"hoftebrudd_dekgrad_prim_hemi"
2015;974795639;110;112;"hoftebrudd_dekgrad_prim_ost"
2015;974795639;1;1;"hoftebrudd_dekgrad_prim_total"
2016;974795639;77;77;"hoftebrudd_dekgrad_prim_hemi"
2016;974795639;106;106;"hoftebrudd_dekgrad_prim_ost"
2016;974795639;3;3;"hoftebrudd_dekgrad_prim_total"
2017;974795639;63;63;"hoftebrudd_dekgrad_prim_hemi"
2017;974795639;106;108;"hoftebrudd_dekgrad_prim_ost"
2017;974795639;8;9;"hoftebrudd_dekgrad_prim_total"
2018;974795639;45;45;"hoftebrudd_dekgrad_prim_hemi"
2018;974795639;68;68;"hoftebrudd_dekgrad_prim_ost"
2018;974795639;9;9;"hoftebrudd_dekgrad_prim_total"
2008;974795787;40;43;"hoftebrudd_dekgrad_prim_hemi"
2008;974795787;108;133;"hoftebrudd_dekgrad_prim_ost"
2010;974795787;41;41;"hoftebrudd_dekgrad_prim_hemi"
2010;974795787;102;119;"hoftebrudd_dekgrad_prim_ost"
2011;974795787;45;52;"hoftebrudd_dekgrad_prim_hemi"
2011;974795787;101;137;"hoftebrudd_dekgrad_prim_ost"
2012;974795787;56;60;"hoftebrudd_dekgrad_prim_hemi"
2012;974795787;111;143;"hoftebrudd_dekgrad_prim_ost"
2013;974795787;35;38;"hoftebrudd_dekgrad_prim_hemi"
2013;974795787;97;127;"hoftebrudd_dekgrad_prim_ost"
2013;974795787;4;4;"hoftebrudd_dekgrad_prim_total"
2014;974795787;36;37;"hoftebrudd_dekgrad_prim_hemi"
2014;974795787;75;108;"hoftebrudd_dekgrad_prim_ost"
2014;974795787;2;2;"hoftebrudd_dekgrad_prim_total"
2015;974795787;46;51;"hoftebrudd_dekgrad_prim_hemi"
2015;974795787;87;108;"hoftebrudd_dekgrad_prim_ost"
2015;974795787;3;3;"hoftebrudd_dekgrad_prim_total"
2016;974795787;39;39;"hoftebrudd_dekgrad_prim_hemi"
2016;974795787;78;78;"hoftebrudd_dekgrad_prim_ost"
2016;974795787;1;1;"hoftebrudd_dekgrad_prim_total"
2017;974795787;36;36;"hoftebrudd_dekgrad_prim_hemi"
2017;974795787;79;108;"hoftebrudd_dekgrad_prim_ost"
2017;974795787;5;6;"hoftebrudd_dekgrad_prim_total"
2018;974795787;64;66;"hoftebrudd_dekgrad_prim_hemi"
2018;974795787;81;93;"hoftebrudd_dekgrad_prim_ost"
2018;974795787;13;13;"hoftebrudd_dekgrad_prim_total"
2008;974795833;36;38;"hoftebrudd_dekgrad_prim_hemi"
2008;974795833;37;55;"hoftebrudd_dekgrad_prim_ost"
2009;974795833;26;27;"hoftebrudd_dekgrad_prim_hemi"
2009;974795833;34;44;"hoftebrudd_dekgrad_prim_ost"
2010;974795833;20;20;"hoftebrudd_dekgrad_prim_hemi"
2010;974795833;42;54;"hoftebrudd_dekgrad_prim_ost"
2011;974795833;21;23;"hoftebrudd_dekgrad_prim_hemi"
2011;974795833;34;48;"hoftebrudd_dekgrad_prim_ost"
2012;974795833;19;21;"hoftebrudd_dekgrad_prim_hemi"
2012;974795833;35;46;"hoftebrudd_dekgrad_prim_ost"
2013;974795833;20;21;"hoftebrudd_dekgrad_prim_hemi"
2013;974795833;45;51;"hoftebrudd_dekgrad_prim_ost"
2014;974795833;25;25;"hoftebrudd_dekgrad_prim_hemi"
